Institute,Branch,Rank Category,Category,Gender,Opening Rank,Closing Rank
IIT  Kharagpur,Electrical Engineering,AI,ST,Gender-Neutral,225,257
IIT  Kharagpur,Computer Science and Engineering,AI,OPEN,Gender-Neutral,226,415
IIT  BHU,Computer Science and Engineering,AI,OBC-NCL,Gender-Neutral,226,524
IIT  Guwahati,Data Science and Artificial Intelligence,AI,SC,Gender-Neutral,228,293
IIT  Kharagpur,"Mathematics and Computing (4 Years, Bachelor of Science)",AI,SC,Gender-Neutral,229,509
IIT  Guwahati,Computer Science and Engineering,AI,ST,Female-only ,231,263
IIT  Indore,Mathematics and Computing,AI,EWS,Gender-Neutral,232,261
IIT  Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,233,572
IIT  Kharagpur,Electronics and Electrical Communication Engineering,AI,OBC-NCL,Gender-Neutral,234,687
IIT  Ropar,Computer Science and Engineering,AI,EWS,Gender-Neutral,234,291
IIT  Delhi,Civil Engineering,AI,ST,Female-only ,235,312
IIT  Delhi,Electrical Engineering,AI,OBC-NCL,Gender-Neutral,237,422
IIT  Madras,Artificial Intelligence and Data Analytics,AI,SC,Female-only ,237,237
IIT  Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Female-only ,238,238
IIT  Hyderabad,Mathematics and Computing,AI,SC,Gender-Neutral,238,301
IIT  Roorkee,Data Science and Artificial Intelligence,AI,OBC-NCL,Gender-Neutral,238,421
IIT  Delhi,Electrical Engineering,AI,SC,Female-only ,240,547
IIT  Bhubaneswar,Computer Science and Engineering,AI,ST,Gender-Neutral,241,356
IIT  Ropar,Computer Science and Engineering,AI,ST,Gender-Neutral,242,419
IIT  Jodhpur,Computer Science and Engineering,AI,ST,Gender-Neutral,244,396
IIT  Indore,Computer Science and Engineering,AI,SC,Gender-Neutral,245,329
IIT  BHU,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Gender-Neutral,246,247
IIT  Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",AI,ST,Gender-Neutral,247,247
IIT  Delhi,Electrical Engineering (Power and Automation),AI,SC,Gender-Neutral,249,288
IIT  Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,250,298
IIT  BHU,Computer Science and Engineering,AI,ST,Female-only ,254,254
IIT  Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,EWS,Gender-Neutral,255,270
IIT  Delhi,Engineering and Computational Mechanics,AI,SC,Gender-Neutral,256,407
IIT  Kharagpur,Artificial Intelligence,AI,ST,Female-only ,256,256
IIT  Gandhinagar,Computer Science and Engineering,AI,SC,Gender-Neutral,259,338
IIT  Delhi,Engineering and Computational Mechanics,AI,EWS,Gender-Neutral,260,307
IIT  Indore,Mathematics and Computing,AI,ST,Gender-Neutral,260,287
IIT  Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,ST,Gender-Neutral,261,338
IIT  Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,SC,Gender-Neutral,266,611
IIT  Guwahati,Electronics and Communication Engineering,AI,EWS,Gender-Neutral,267,347
IIT  Kharagpur,Electrical Engineering,AI,EWS,Gender-Neutral,268,349
IIT  Hyderabad,Computational Engineering,AI,EWS,Gender-Neutral,272,272
IIT  Guwahati,Mathematics and Computing,AI,SC,Gender-Neutral,272,393
IIT  Hyderabad,Electrical Engineering,AI,ST,Gender-Neutral,276,292
IIT  Hyderabad,Electrical Engineering (IC Design and Technology),AI,ST,Gender-Neutral,277,373
IIT  Roorkee,Computer Science and Engineering,AI,OPEN,Gender-Neutral,277,481
IIT  BHU,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Female-only ,278,278
IIT  Bombay,Industrial Engineering and Operations Research,AI,EWS,Gender-Neutral,279,303
IIT  Bombay,"Economics (4 Years, Bachelor of Science)",AI,SC,Gender-Neutral,280,722
IIT  Kanpur,Electrical Engineering,AI,SC,Gender-Neutral,281,452
IIT  Delhi,Chemical Engineering,AI,EWS,Gender-Neutral,283,474
IIT  Roorkee,Electrical Engineering,AI,EWS,Gender-Neutral,287,385
IIT  Madras,Computer Science and Engineering,AI,OBC-NCL,Female-only ,288,344
IIT  Hyderabad,Electrical Engineering,AI,EWS,Gender-Neutral,290,387
IIT  Kanpur,Civil Engineering,AI,ST,Gender-Neutral,290,482
IIT  Madras,Chemical Engineering,AI,ST,Gender-Neutral,291,617
IIT  Mandi,Computer Science and Engineering,AI,ST,Gender-Neutral,293,371
IIT  Hyderabad,Artificial Intelligence,AI,OBC-NCL,Gender-Neutral,295,399
IIT  Madras,Electrical Engineering,AI,ST,Female-only ,297,336
IIT  Madras,Artificial Intelligence and Data Analytics,AI,EWS,Female-only ,298,298
IIT  Madras,Aerospace Engineering,AI,SC,Gender-Neutral,299,900
IIT  Madras,Electrical Engineering,AI,OPEN,Gender-Neutral,299,838
IIT  BHU,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Gender-Neutral,300,340
IIT  Bombay,Chemical Engineering,AI,ST,Gender-Neutral,301,413
IIT  Indore,Computer Science and Engineering,AI,OBC-NCL,Gender-Neutral,301,649
IIT  Hyderabad,Computational Engineering,AI,ST,Gender-Neutral,305,441
IIT  Gandhinagar,Artificial Intelligence,AI,EWS,Gender-Neutral,305,361
IIT  Madras,Artificial Intelligence and Data Analytics,AI,OBC-NCL,Female-only ,306,503
IIT  Patna,Computer Science and Engineering,AI,ST,Gender-Neutral,306,404
IIT  Kharagpur,Artificial Intelligence,AI,OBC-NCL,Gender-Neutral,308,412
IIT  BHU,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Gender-Neutral,310,346
IIT  Delhi,Mechanical Engineering,AI,EWS,Gender-Neutral,316,420
IIT  BHU,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,316,385
IIT  Delhi,Computer Science and Engineering,AI,OBC-NCL,Female-only ,319,394
IIT  Hyderabad,Electrical Engineering (IC Design and Technology),AI,EWS,Gender-Neutral,321,350
IIT  Bombay,Industrial Engineering and Operations Research,AI,ST,Gender-Neutral,323,351
IIT  BHU,Electronics Engineering,AI,ST,Gender-Neutral,324,421
IIT  Roorkee,Data Science and Artificial Intelligence,AI,ST,Female-only ,326,326
IIT  Bombay,Aerospace Engineering,AI,EWS,Gender-Neutral,327,618
IIT  Jodhpur,Computer Science and Engineering,AI,ST,Female-only ,327,327
IIT  Mandi,Computer Science and Engineering,AI,EWS,Gender-Neutral,330,489
IIT  Hyderabad,Artificial Intelligence,AI,SC,Female-only ,334,334
IIT  Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,339,417
IIT  Roorkee,Computer Science and Engineering,AI,EWS,Female-only ,339,395
IIT  (ISM) Dhanbad,Mathematics and Computing,AI,ST,Gender-Neutral,340,603
IIT  Madras,Engineering Physics,AI,EWS,Gender-Neutral,342,803
IIT  Tirupati,Computer Science and Engineering,AI,SC,Gender-Neutral,343,1057
IIT  Bombay,Chemical Engineering,AI,ST,Female-only ,344,742
IIT  Delhi,Electrical Engineering (Power and Automation),AI,ST,Female-only ,345,345
IIT  Hyderabad,Computational Engineering,AI,ST,Female-only ,348,348
IIT  Jodhpur,Computer Science and Engineering,AI,EWS,Gender-Neutral,348,416
IIT  Indore,Electrical Engineering,AI,ST,Gender-Neutral,350,467
IIT  Guwahati,Electronics and Communication Engineering,AI,SC,Gender-Neutral,351,485
IIT  Kanpur,"Mathematics and Scientific Computing (4 Years, Bachelor of Science)",AI,OBC-NCL,Gender-Neutral,352,673
IIT  BHU,Electrical Engineering,AI,ST,Gender-Neutral,353,497
IIT  Kharagpur,Artificial Intelligence,AI,EWS,Female-only ,355,355
IIT  Hyderabad,Computer Science and Engineering,AI,EWS,Female-only ,356,356
IIT  Roorkee,Civil Engineering,AI,ST,Gender-Neutral,358,457
IIT  Roorkee,Electrical Engineering,AI,SC,Gender-Neutral,358,560
IIT  Madras,Mechanical Engineering,AI,EWS,Gender-Neutral,359,577
IIT  Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",AI,EWS,Gender-Neutral,360,360
IIT  Guwahati,Data Science and Artificial Intelligence,AI,OBC-NCL,Gender-Neutral,360,479
IIT  Guwahati,Civil Engineering,AI,ST,Gender-Neutral,361,624
IIT  Bombay,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Female-only ,363,363
IIT  Hyderabad,Computer Science and Engineering,AI,SC,Female-only ,363,386
IIT  Gandhinagar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,367,367
IIT  Guwahati,Electronics and Electrical Engineering,AI,EWS,Gender-Neutral,368,412
IIT  Kharagpur,Electronics and Electrical Communication Engineering,AI,ST,Female-only ,372,448
IIT  Hyderabad,Artificial Intelligence,AI,EWS,Female-only ,372,372
IIT  Guwahati,Mathematics and Computing,AI,OBC-NCL,Gender-Neutral,372,614
IIT  Bombay,"Economics (4 Years, Bachelor of Science)",AI,SC,Female-only ,373,373
IIT  Delhi,Mathematics and Computing,AI,EWS,Female-only ,374,417
IIT  Gandhinagar,Computer Science and Engineering,AI,ST,Female-only ,374,374
IIT  Roorkee,Civil Engineering,AI,SC,Gender-Neutral,374,1478
IIT  Kharagpur,Chemical Engineering,AI,ST,Female-only ,375,938
IIT  Madras,Mechanical Engineering,AI,SC,Gender-Neutral,375,792
IIT  Mandi,Data Science and Engineering,AI,ST,Gender-Neutral,378,615
IIT  Bombay,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,379,571
IIT  Guwahati,Data Science and Artificial Intelligence,AI,ST,Female-only ,379,379
IIT  Patna,Computer Science and Engineering,AI,EWS,Gender-Neutral,380,445
IIT  Kharagpur,Mechanical Engineering,AI,ST,Gender-Neutral,381,540
IIT  Bhubaneswar,Computer Science and Engineering,AI,SC,Gender-Neutral,382,596
IIT  Delhi,Electrical Engineering,AI,OPEN,Gender-Neutral,382,625
IIT  Bhubaneswar,Electronics and Communication Engineering,AI,ST,Gender-Neutral,384,538
IIT  Madras,Engineering Physics,AI,OBC-NCL,Gender-Neutral,385,1192
IIT  Kanpur,Mechanical Engineering,AI,EWS,Gender-Neutral,386,506
IIT  Hyderabad,Mechanical Engineering,AI,ST,Gender-Neutral,387,570
IIT  Ropar,Computer Science and Engineering,AI,SC,Gender-Neutral,388,548
IIT  Bombay,Chemical Engineering,AI,EWS,Gender-Neutral,390,485
IIT  Gandhinagar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Gender-Neutral,394,394
IIT  (ISM) Dhanbad,Computer Science and Engineering,AI,ST,Female-only ,394,439
IIT  Delhi,Civil Engineering,AI,SC,Gender-Neutral,396,852
IIT  Kharagpur,Computer Science and Engineering,AI,OBC-NCL,Female-only ,396,601
IIT  Roorkee,Mechanical Engineering,AI,ST,Gender-Neutral,397,515
IIT  Bombay,"Economics (4 Years, Bachelor of Science)",AI,EWS,Gender-Neutral,398,525
IIT  Goa,Computer Science and Engineering,AI,ST,Gender-Neutral,399,519
IIT  Bhubaneswar,Computer Science and Engineering,AI,EWS,Gender-Neutral,400,466
IIT  Bombay,Industrial Engineering and Operations Research,AI,OBC-NCL,Gender-Neutral,401,1196
IIT  Hyderabad,Electrical Engineering (IC Design and Technology),AI,SC,Gender-Neutral,401,463
IIT  Madras,Civil Engineering,AI,ST,Gender-Neutral,401,522
IIT  BHU,Electronics Engineering,AI,EWS,Gender-Neutral,401,492
IIT  Kanpur,"Statistics and Data Science (4 Years, Bachelor of Science)",AI,SC,Gender-Neutral,402,534
IIT  Kharagpur,Instrumentation Engineering,AI,EWS,Gender-Neutral,403,510
IIT  Kharagpur,Civil Engineering,AI,ST,Gender-Neutral,405,541
IIT  (ISM) Dhanbad,Computer Science and Engineering,AI,EWS,Gender-Neutral,407,528
IIT  Delhi,Mechanical Engineering,AI,ST,Female-only ,408,408
IIT  Kanpur,Computer Science and Engineering,AI,OBC-NCL,Female-only ,410,538
IIT  Gandhinagar,Computer Science and Engineering,AI,OBC-NCL,Gender-Neutral,411,750
IIT  Ropar,Mathematics and Computing,AI,EWS,Gender-Neutral,411,552
IIT  Kanpur,Electrical Engineering,AI,ST,Female-only ,414,518
IIT  Kharagpur,Electrical Engineering,AI,SC,Gender-Neutral,415,544
IIT  Kharagpur,"Mathematics and Computing (4 Years, Bachelor of Science)",AI,ST,Female-only ,415,415
IIT  Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Female-only ,417,587
IIT  Gandhinagar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Gender-Neutral,418,490
IIT  Hyderabad,Mathematics and Computing,AI,OBC-NCL,Gender-Neutral,419,480
IIT  Guwahati,Computer Science and Engineering,AI,EWS,Female-only ,419,419
IIT  Dharwad,Computer Science and Engineering,AI,ST,Gender-Neutral,422,607
IIT  Delhi,Chemical Engineering,AI,ST,Gender-Neutral,423,481
IIT  Bombay,Aerospace Engineering,AI,ST,Female-only ,424,424
IIT  Kanpur,Mechanical Engineering,AI,ST,Gender-Neutral,426,509
IIT  (ISM) Dhanbad,Computer Science and Engineering,AI,SC,Gender-Neutral,427,699
IIT  Delhi,Electrical Engineering (Power and Automation),AI,OBC-NCL,Gender-Neutral,428,510
IIT  Hyderabad,Computer Science and Engineering,AI,OPEN,Gender-Neutral,431,656
IIT  Kanpur,Electrical Engineering,AI,OBC-NCL,Gender-Neutral,432,743
IIT  Ropar,Artificial Intelligence and Data Engineering,AI,ST,Gender-Neutral,440,449
IIT  Bombay,Engineering Physics,AI,EWS,Gender-Neutral,442,567
IIT  Patna,Computer Science and Engineering,AI,ST,Female-only ,444,444
IIT  Roorkee,Electrical Engineering,AI,ST,Female-only ,446,654
IIT  Bombay,Aerospace Engineering,AI,OBC-NCL,Gender-Neutral,447,1577
IIT  Jodhpur,Artificial Intelligence and Data Science,AI,ST,Gender-Neutral,450,589
IIT  Ropar,Computer Science and Engineering,AI,OBC-NCL,Gender-Neutral,450,1084
IIT  Indore,Electrical Engineering,AI,EWS,Gender-Neutral,451,744
IIT  Guwahati,Mechanical Engineering,AI,ST,Gender-Neutral,453,579
IIT  Madras,Mechanical Engineering,AI,OPEN,Gender-Neutral,458,2310
IIT  Madras,Mechanical Engineering,AI,ST,Female-only ,458,715
IIT  Roorkee,Computer Science and Engineering,AI,SC,Female-only ,460,474
IIT  Bombay,Mechanical Engineering,AI,OBC-NCL,Gender-Neutral,462,958
IIT  Hyderabad,Electrical Engineering,AI,SC,Gender-Neutral,464,614
IIT  Bombay,Mechanical Engineering,AI,ST,Female-only ,466,516
IIT  Guwahati,Computer Science and Engineering,AI,OPEN,Gender-Neutral,466,623
IIT  Kharagpur,Artificial Intelligence,AI,OPEN,Gender-Neutral,467,898
IIT  Madras,Electrical Engineering,AI,EWS,Female-only ,468,539
IIT  BHU,"Electrical Engineering with M.Tech. in Power Electronics (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,468,468
IIT  Patna,Artificial Intelligence and Data Science,AI,ST,Gender-Neutral,469,575
IIT  Roorkee,Electronics and Communication Engineering,AI,ST,Female-only ,474,484
IIT  Palakkad,Computer Science and Engineering,AI,SC,Gender-Neutral,475,1097
IIT  Roorkee,Data Science and Artificial Intelligence,AI,EWS,Female-only ,477,477
IIT  Delhi,Electrical Engineering,AI,EWS,Female-only ,478,554
IIT  Guwahati,Computer Science and Engineering,AI,SC,Female-only ,481,677
IIT  Gandhinagar,Civil Engineering,AI,ST,Gender-Neutral,485,651
IIT  Kanpur,"Statistics and Data Science (4 Years, Bachelor of Science)",AI,OBC-NCL,Gender-Neutral,486,714
IIT  (ISM) Dhanbad,Electronics and Communication Engineering,AI,ST,Gender-Neutral,486,673
IIT  Bombay,Energy Engineering,AI,EWS,Gender-Neutral,490,568
IIT  BHU,Civil Engineering,AI,ST,Gender-Neutral,491,633
IIT  Bombay,Chemical Engineering,AI,SC,Gender-Neutral,492,783
IIT  Guwahati,Data Science and Artificial Intelligence,AI,EWS,Female-only ,493,493
IIT  Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Gender-Neutral,494,594
IIT  Delhi,Biotechnology and Biochemical Engineering,AI,ST,Gender-Neutral,496,819
IIT  Kharagpur,Chemical Engineering,AI,SC,Gender-Neutral,497,1297
IIT  Hyderabad,Engineering Science,AI,ST,Gender-Neutral,498,592
IIT  Patna,Computer Science and Engineering,AI,SC,Gender-Neutral,499,681
IIT  Ropar,Artificial Intelligence and Data Engineering,AI,EWS,Gender-Neutral,499,563
IIT  Gandhinagar,Electrical Engineering,AI,ST,Gender-Neutral,500,534
IIT  BHU,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Gender-Neutral,501,672
IIT  Kharagpur,Aerospace Engineering,AI,SC,Gender-Neutral,502,1302
IIT  Hyderabad,Mathematics and Computing,AI,EWS,Female-only ,502,502
IIT  Delhi,Energy Engineering,AI,EWS,Gender-Neutral,503,565
IIT  Jodhpur,Computer Science and Engineering,AI,SC,Gender-Neutral,503,789
IIT  Madras,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,503,503
IIT  Roorkee,Data Science and Artificial Intelligence,AI,OPEN,Gender-Neutral,503,680
IIT  Kharagpur,"Mathematics and Computing (4 Years, Bachelor of Science)",AI,OBC-NCL,Gender-Neutral,504,740
IIT  Kharagpur,Instrumentation Engineering,AI,ST,Gender-Neutral,505,583
IIT  BHU,Electrical Engineering,AI,EWS,Gender-Neutral,505,604
IIT  BHU,Computer Science and Engineering,AI,EWS,Female-only ,507,517
IIT  Jodhpur,Artificial Intelligence and Data Science,AI,EWS,Gender-Neutral,509,555
IIT  Madras,Mechanical Engineering,AI,OBC-NCL,Gender-Neutral,509,1199
IIT  Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OBC-NCL,Gender-Neutral,511,857
IIT  Gandhinagar,Artificial Intelligence,AI,SC,Gender-Neutral,512,649
IIT  Roorkee,Mechanical Engineering,AI,EWS,Gender-Neutral,513,686
IIT  Bombay,Metallurgical Engineering and Materials Science,AI,ST,Gender-Neutral,514,641
IIT  Roorkee,Electronics and Communication Engineering,AI,OBC-NCL,Gender-Neutral,514,732
IIT  Kharagpur,Electronics and Electrical Communication Engineering,AI,OPEN,Gender-Neutral,516,1448
IIT  Kharagpur,Industrial and Systems Engineering,AI,EWS,Gender-Neutral,518,772
IIT  Kharagpur,Electronics and Electrical Communication Engineering,AI,EWS,Female-only ,519,802
IIT  Hyderabad,Mathematics and Computing,AI,SC,Female-only ,519,519
IIT  Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",AI,SC,Gender-Neutral,521,545
IIT  Kanpur,"Economics (4 Years, Bachelor of Science)",AI,ST,Gender-Neutral,521,725
IIT  BHU,Electronics Engineering,AI,SC,Gender-Neutral,524,808
IIT  Jammu,Computer Science and Engineering,AI,ST,Gender-Neutral,525,635
IIT  Gandhinagar,Integrated Circuit Design & Technology,AI,EWS,Gender-Neutral,527,747
IIT  BHU,Computer Science and Engineering,AI,SC,Female-only ,527,851
IIT  Hyderabad,Electrical Engineering (IC Design and Technology),AI,SC,Female-only ,528,528
IIT  Mandi,Data Science and Engineering,AI,EWS,Gender-Neutral,529,595
IIT  Hyderabad,Computational Engineering,AI,SC,Gender-Neutral,529,657
IIT  Guwahati,Mathematics and Computing,AI,ST,Female-only ,533,533
IIT  Delhi,Engineering Physics,AI,ST,Gender-Neutral,535,746
IIT  Bombay,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,536,973
IIT  Hyderabad,Engineering Science,AI,EWS,Gender-Neutral,536,654
IIT  Delhi,Production and Industrial Engineering,AI,EWS,Gender-Neutral,537,722
IIT  Palakkad,Computer Science and Engineering,AI,ST,Gender-Neutral,537,564
IIT  Patna,Artificial Intelligence and Data Science,AI,EWS,Gender-Neutral,538,611
IIT  Mandi,Computer Science and Engineering,AI,SC,Gender-Neutral,542,761
IIT  Kanpur,Chemical Engineering,AI,EWS,Gender-Neutral,543,707
IIT  Hyderabad,Electrical Engineering,AI,ST,Female-only ,545,545
IIT  Bhubaneswar,Computer Science and Engineering,AI,ST,Female-only ,546,649
IIT  Kanpur,Chemical Engineering,AI,ST,Gender-Neutral,547,684
IIT  (ISM) Dhanbad,Electrical Engineering,AI,ST,Gender-Neutral,550,801
IIT  Kharagpur,Electrical Engineering,AI,ST,Female-only ,551,618
IIT  Bombay,Energy Engineering,AI,ST,Gender-Neutral,552,669
IIT  BHU,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,553,727
